example,stiffness,friction,target_force,penetration,force,normal_kp,normal_kd,y_gain,target_scale
1180,852.8671,0.7050,20.6429,0.00068,0.5563,205.0000,36.0000,5.4917,0.4925
1181,199.7061,0.7156,21.6307,0.02487,5.0908,131.3438,22.7164,5.4039,2.0000
1182,905.7225,0.7113,7.2109,0.00764,7.1079,201.0851,36.0000,4.6124,0.4637
1183,261.4598,0.3236,9.4731,0.01740,5.0496,113.9506,21.4326,7.4919,1.6064
1184,873.2419,0.3496,21.9436,0.01977,17.4191,205.0000,36.0000,7.1799,0.4810
1185,619.7797,0.7632,21.3397,0.01531,9.9332,183.0611,35.6988,5.0437,0.6777
1186,791.6387,0.1315,9.8843,0.00369,3.1347,198.5949,32.8008,8.5744,0.5305
1187,563.0544,0.2609,18.0078,0.03230,18.3648,150.2434,29.9785,8.0714,0.7459
1188,335.9629,0.2309,9.3832,0.00995,3.4720,128.3991,22.9262,6.6301,1.2501
1189,301.9313,0.0860,12.0850,0.00325,1.1045,134.4468,17.7456,8.1848,1.3910
1190,489.6354,0.4418,12.2538,0.01040,5.2680,153.8142,29.2232,6.7982,0.8578
1191,676.3850,0.7774,18.8651,0.02364,15.6347,173.5645,36.0000,4.3349,0.6209
1192,727.5569,0.7626,8.8225,0.00798,5.7682,180.8529,36.0000,4.3972,0.5773
1193,521.7292,0.2315,17.6311,0.01519,7.8942,164.6806,28.5035,7.1952,0.8050
1194,523.1942,0.6202,17.3803,0.00330,1.6951,177.9866,28.6572,6.5387,0.8028
1195,793.2076,0.4167,17.9140,0.01687,13.6356,193.3935,36.0000,6.2662,0.5295
1196,351.3140,0.8396,16.1802,0.04989,17.4461,115.6897,28.3833,4.9690,1.1955
1197,661.0747,0.6370,17.1637,0.00680,4.3806,192.2839,35.9281,5.1855,0.6353
1198,715.0696,0.8368,18.3044,0.00449,2.8824,205.0000,36.0000,4.3061,0.5874
1199,735.1010,0.1243,9.6931,0.01785,13.5366,183.7208,34.0477,7.5731,0.5714
1200,724.5520,0.6243,20.7383,0.02644,19.1454,177.1871,36.0000,6.2514,0.5797
1201,283.6738,0.6764,7.7484,0.00880,2.7817,118.4776,24.9216,6.2494,1.4806
1202,464.3865,0.4605,10.0238,0.00494,2.1103,152.0677,25.6159,7.0072,0.9044
1203,354.1809,0.4910,18.3749,0.07035,25.2878,108.4896,26.2130,6.0209,1.1858
1204,284.4216,0.4551,21.3548,0.00373,1.0460,152.3426,20.1732,5.8095,1.4767
1205,284.1769,0.8530,12.5294,0.03672,10.3571,112.4057,26.3489,5.3243,1.4780
1206,518.6983,0.3287,16.0470,0.02318,11.9337,151.8541,29.1907,6.8241,0.8097
1207,787.7387,0.3001,19.0991,0.02258,17.4971,186.6851,36.0000,6.3396,0.5332
1208,680.1585,0.5967,12.0940,0.01421,9.4339,172.8760,36.0000,5.4201,0.6175
1209,472.6145,0.1491,15.9637,0.00547,2.6370,165.2110,26.3710,8.5506,0.8887
1210,433.9045,0.4390,21.1811,0.01911,7.6873,159.7721,27.5290,6.5719,0.9680
1211,315.6769,0.7254,12.2723,0.03540,11.1226,114.8809,26.2733,4.9861,1.3305
1212,618.0349,0.3971,7.8251,0.00167,1.5863,171.4306,29.7181,6.6594,0.6796
1213,369.5200,0.2176,11.1350,0.00915,3.2429,137.7908,23.8266,7.8805,1.1366
1214,519.7243,0.8193,6.9184,0.00292,2.0701,153.6248,30.1460,4.1590,0.8081
1215,806.0044,0.6021,18.4365,0.00876,7.1431,205.0000,36.0000,5.5639,0.5211
1216,353.7417,0.5192,10.3471,0.02557,9.5419,119.8326,25.7655,6.2646,1.1873
1217,222.8621,0.0766,8.0342,0.01437,2.4348,110.7480,18.2988,8.1235,1.8846
1218,643.1057,0.3081,14.6760,0.00812,5.0742,182.5897,32.7581,7.3759,0.6531
1219,618.8492,0.7121,19.2157,0.02958,17.9495,160.6132,35.2621,4.9073,0.6787
1220,374.3278,0.7062,17.6690,0.02370,9.0291,140.1569,27.8796,5.6601,1.1220
1221,713.0276,0.6934,18.9211,0.02716,19.7081,173.6854,36.0000,5.4975,0.5890
1222,333.3727,0.7113,10.2196,0.00649,2.3679,132.2797,26.6915,5.9160,1.2599
1223,357.9278,0.1477,9.3247,0.01382,5.0638,128.0633,22.9198,7.6352,1.1734
1224,299.2068,0.4523,10.3539,0.00895,2.5557,127.0370,23.5944,6.8450,1.4037
1225,266.5999,0.2107,18.2413,0.03938,10.4605,122.1076,20.6833,7.8711,1.5754
1226,397.9899,0.1636,14.2243,0.03799,14.8215,126.0123,24.2482,6.9130,1.0553
1227,849.9513,0.5182,11.6062,0.02346,19.8610,205.0000,36.0000,5.4236,0.4941
1228,490.5497,0.6049,10.5835,0.01345,6.3687,147.8551,30.5555,6.4171,0.8562
1229,680.8497,0.2307,16.9106,0.01009,7.0679,188.7813,33.2712,7.3922,0.6169
1230,233.9278,0.0626,6.5131,0.01547,3.7378,106.1949,18.5190,8.7775,1.7954
1231,274.1971,0.2117,12.6697,0.05688,15.7651,101.2975,21.2285,7.3219,1.5317
1232,267.4077,0.3242,7.1939,0.00757,2.0005,116.5367,21.6155,6.2386,1.5706
1233,252.8323,0.5760,20.7113,0.01642,4.2460,139.1487,23.1928,5.2324,1.6612
1234,786.7582,0.0713,20.9889,0.03663,28.1324,198.7293,35.1735,7.3004,0.5338
1235,221.3594,0.0950,18.7780,0.00504,0.5404,138.3266,18.4006,7.9019,1.8974
1236,808.5822,0.5664,14.8997,0.00206,1.4852,205.0000,36.0000,6.3450,0.5194
1237,941.2280,0.4319,20.9701,0.00333,3.2215,205.0000,36.0000,6.0703,0.4462
1238,324.2810,0.5613,13.3338,0.02718,9.2517,122.6229,25.2189,5.8664,1.2952
1239,766.5376,0.2720,10.0306,0.00933,6.7520,187.1936,36.0000,7.5720,0.5479
1240,900.9719,0.4643,12.4118,0.01140,9.9553,205.0000,36.0000,5.6500,0.4662
1241,446.7515,0.6854,19.5124,0.00236,0.4619,173.9239,26.8854,5.5374,0.9401
1242,431.6538,0.4480,18.5492,0.01902,8.6494,151.5277,27.5335,7.2294,0.9730
1243,502.4648,0.6075,20.8122,0.01693,8.8989,166.5789,30.9336,5.8793,0.8359
1244,903.0069,0.8486,10.3211,0.00594,5.3500,205.0000,36.0000,4.0358,0.4651
1245,218.3226,0.3729,9.9859,0.01073,1.6960,115.9861,20.5330,6.6155,1.9238
1246,397.2584,0.6642,20.4235,0.01141,3.7209,161.3344,28.2313,5.6864,1.0572
1247,507.9758,0.6455,21.1502,0.04330,21.8177,142.6647,31.4036,5.9183,0.8268
1248,677.0259,0.6298,7.3233,0.00602,4.3571,173.0795,36.0000,5.7833,0.6204
1249,732.4005,0.7466,7.9959,0.00006,-0.3215,193.1582,35.9445,5.5331,0.5735
1250,255.3261,0.5978,10.3327,0.03806,9.4880,105.1573,23.4420,5.0893,1.6450
1251,762.3766,0.7364,12.6231,0.02219,17.7099,190.5475,36.0000,5.3896,0.5509
1252,432.5343,0.0914,17.7665,0.01212,5.5569,156.7411,24.7075,8.0366,0.9710
1253,812.8411,0.7926,12.5068,0.01114,8.7926,195.0975,36.0000,4.3761,0.5167
1254,384.8275,0.8111,20.0676,0.03122,11.8533,140.7956,29.0336,4.1934,1.0914
1255,708.0304,0.6334,18.7661,0.01173,7.9825,194.9285,36.0000,6.4797,0.5932
1256,646.0697,0.4557,17.4907,0.02842,18.3968,163.9039,34.0275,6.6830,0.6501
1257,222.1528,0.1066,7.7781,0.02242,4.6560,105.1915,18.5175,8.4107,1.8906
1258,568.1389,0.2975,6.8950,0.00674,3.9146,156.7777,30.4244,7.5219,0.7393
1259,953.7322,0.1625,10.5716,0.00208,1.6618,205.0000,36.0000,8.4888,0.4404
1260,690.3029,0.2983,14.9568,0.00463,3.4756,193.8041,31.0954,6.5655,0.6084
1261,608.9255,0.2794,21.5677,0.00009,0.3918,202.9257,28.5034,7.9444,0.6897
1262,782.5538,0.3491,15.0186,0.00218,1.5191,205.0000,34.2691,6.1340,0.5367
1263,919.6621,0.3516,15.6705,0.00776,7.7890,205.0000,36.0000,6.1233,0.4567
1264,741.4153,0.3653,17.5059,0.02302,16.9258,177.4885,36.0000,6.8377,0.5665
1265,945.5131,0.1265,15.0550,0.01284,11.5683,205.0000,36.0000,8.6134,0.4442
1266,767.2857,0.4923,17.8327,0.01173,9.2051,199.0734,36.0000,6.5541,0.5474
1267,928.2224,0.5838,21.9078,0.01732,15.9717,205.0000,36.0000,5.1482,0.4525
1268,595.3986,0.3108,20.3443,0.02756,16.5272,162.7072,31.3487,7.1599,0.7054
1269,650.2933,0.1077,16.9392,0.00064,0.5023,198.7050,28.3703,8.6944,0.6459
1270,570.7265,0.3406,17.3300,0.03199,18.0628,152.2212,30.8462,6.8089,0.7359
1271,252.2914,0.6146,17.7254,0.02155,5.1409,130.5297,23.4857,6.5536,1.6647
1272,367.3779,0.3214,9.4940,0.03191,11.9650,125.5427,24.5926,6.2501,1.1432
1273,615.8869,0.6373,7.1255,0.00887,5.6280,160.6775,34.5747,5.5866,0.6819
1274,659.7862,0.8271,10.2189,0.00001,0.3645,185.6477,34.4102,4.8781,0.6366
1275,760.2100,0.4666,16.4274,0.02208,17.3228,181.0014,36.0000,7.0244,0.5525
1276,207.3270,0.3257,18.2016,0.01856,3.9948,127.3541,19.8251,6.2627,2.0000
1277,531.6797,0.0849,12.6214,0.00333,1.9854,168.1511,24.6292,8.2575,0.7899
1278,630.6028,0.5883,15.9265,0.04478,28.3855,187.0003,34.6241,6.4360,0.6660
1279,602.5909,0.3981,7.5791,0.00173,0.3745,171.2388,29.2628,5.9907,0.6970
1280,758.6818,0.6666,7.6369,0.00393,3.6780,187.5117,36.0000,4.9429,0.5536
1281,222.1865,0.0839,8.0461,0.01268,2.6467,110.2067,18.3368,8.4441,1.8903
1282,265.9009,0.3053,6.8966,0.01474,3.5146,112.3256,21.4195,7.1071,1.5795
1283,264.1210,0.1378,16.6486,0.02230,6.0627,127.9071,20.0262,8.4966,1.5902
1284,777.5977,0.4373,12.7562,0.00009,-0.1838,205.0000,34.8261,7.1871,0.5401
1285,882.4273,0.2028,18.6731,0.01467,12.7871,205.0000,36.0000,7.0591,0.4760
1286,296.7569,0.1659,6.7240,0.00539,1.7574,120.4399,21.2297,7.6698,1.4153
1287,694.9893,0.1065,13.0603,0.00029,0.0624,197.8437,29.7019,8.3834,0.6043
1288,799.5748,0.4337,18.8645,0.01119,8.8718,205.0000,36.0000,5.8813,0.5253
1289,778.0129,0.5329,7.4524,0.00448,3.7151,189.9239,35.6035,5.5737,0.5398
1290,790.1458,0.4853,18.9475,0.00410,2.4479,205.0000,35.5867,6.2483,0.5315
1291,500.9627,0.3541,9.1168,0.00423,1.8717,156.0836,25.8615,6.1129,0.8384
1292,703.8415,0.7525,17.0672,0.01289,9.0001,188.3239,36.0000,5.2858,0.5967
1293,403.2463,0.6557,14.1068,0.01373,5.7273,143.9218,28.3428,5.6694,1.0415
1294,676.5053,0.8585,6.6702,0.01405,9.3551,172.3827,36.0000,3.9943,0.6208
1295,898.3262,0.5752,14.3011,0.00039,0.2450,205.0000,36.0000,6.3276,0.4675
1296,191.9613,0.3940,20.2772,0.06807,13.0243,87.1391,20.5108,5.3212,2.0000
1297,210.0944,0.5155,12.4436,0.03035,5.6774,111.3999,21.4267,5.4349,1.9991
1298,787.3539,0.2200,13.9706,0.00757,5.4117,201.9327,36.0000,7.6667,0.5334
1299,944.3693,0.6171,19.9382,0.01118,10.4173,205.0000,36.0000,5.9827,0.4447
1300,729.4555,0.5420,20.9453,0.01388,10.6576,197.0514,36.0000,6.1611,0.5758
1301,846.0991,0.0993,18.6205,0.01470,12.9200,204.4559,36.0000,7.9150,0.4964
1302,884.6189,0.2334,18.6576,0.00133,1.2797,205.0000,36.0000,8.0428,0.4748
1303,799.7828,0.2738,13.2137,0.01532,12.1518,187.3037,36.0000,7.6205,0.5251
1304,635.2319,0.6939,15.5933,0.01945,13.4916,164.9084,35.6085,4.7402,0.6612
1305,955.7870,0.4387,13.3069,0.00058,0.3797,205.0000,36.0000,6.9286,0.4394
1306,617.6718,0.2906,11.6148,0.00183,1.0589,180.8737,28.8551,6.9351,0.6800
1307,591.1418,0.8526,18.5577,0.02899,16.9800,157.1423,35.5548,4.8162,0.7105
1308,263.4244,0.4259,8.5926,0.01058,3.3174,116.1191,22.3100,7.2012,1.5944
1309,619.3089,0.2858,15.1906,0.00380,2.3832,186.0727,28.8656,7.3658,0.6782
1310,876.2097,0.3782,17.4868,0.00385,3.5874,205.0000,36.0000,7.0549,0.4793
1311,856.9163,0.8273,17.3731,0.00316,2.2650,205.0000,36.0000,4.9218,0.4901
1312,306.9607,0.8462,21.2731,0.03314,9.4406,137.0757,26.9788,4.8992,1.3683
1313,716.7199,0.7015,7.9726,0.00762,5.0082,179.0296,36.0000,6.2045,0.5860
1314,938.9687,0.4459,7.5051,0.00146,1.9158,205.0000,36.0000,6.1014,0.4473
1315,339.8838,0.8345,17.1768,0.00694,2.4451,148.3925,27.8728,5.2919,1.2357
1316,284.2760,0.7928,16.8959,0.04454,13.2631,115.6336,25.8704,5.4320,1.4774
1317,240.2408,0.4555,13.7789,0.00527,1.0844,128.9639,21.8509,6.8572,1.7482
1318,432.6734,0.6635,19.2138,0.00909,3.9898,163.3937,29.2882,6.2952,0.9707
1319,524.3534,0.2061,7.9523,0.02761,14.4564,157.9622,28.3795,6.7343,0.8010
1320,349.4745,0.4323,19.8782,0.05577,20.0279,107.1951,25.2228,5.4073,1.2018
1321,766.3659,0.5135,18.0505,0.00073,0.6819,205.0000,35.0989,5.9205,0.5480
1322,218.9019,0.5409,16.5295,0.00224,0.4915,133.1189,18.8941,6.2551,1.9187
1323,203.5500,0.2493,15.0801,0.00424,0.4306,127.7613,16.1007,7.6229,2.0000
1324,239.3817,0.1320,15.0622,0.06463,15.2122,82.0045,19.7478,7.5967,1.7545
1325,599.8641,0.4359,13.6153,0.01178,6.9481,169.6474,32.4831,6.8789,0.7002
1326,406.6199,0.6736,14.8005,0.03248,13.3750,129.1292,28.5870,5.4327,1.0329
1327,511.7938,0.7627,14.3746,0.02096,10.9410,149.3230,32.4558,5.5072,0.8206
1328,786.7665,0.2519,19.5080,0.01618,13.1066,197.0980,36.0000,7.1769,0.5338
1329,222.3762,0.7382,7.0589,0.00439,0.4314,112.9370,20.5770,4.4995,1.8887
1330,242.5930,0.1287,13.6151,0.00620,1.5097,128.0208,19.3075,7.9898,1.7313
1331,551.4429,0.2143,12.8923,0.01204,6.4931,161.7948,29.2573,7.4554,0.7616
1332,372.1126,0.8071,15.5163,0.02192,7.7938,137.8062,28.6200,4.9717,1.1287
1333,468.6393,0.7867,20.1256,0.02266,11.0500,155.2623,31.3528,5.4482,0.8962
1334,363.3085,0.1959,11.6096,0.03566,13.4805,123.6123,23.4664,7.1081,1.1560
1335,522.0282,0.4032,15.8874,0.04215,21.7199,156.1356,29.8861,6.2656,0.8046
1336,357.6197,0.5547,17.1591,0.00190,0.1641,156.0320,23.1663,5.2702,1.1744
1337,899.5000,0.7758,21.7140,0.02449,21.8711,200.2706,36.0000,4.3416,0.4669
1338,885.1588,0.2662,9.9044,0.01051,8.9394,199.8968,36.0000,7.0711,0.4745
1339,355.7577,0.8002,14.1190,0.02906,9.8600,127.7335,28.0746,4.3027,1.1806
1340,662.9685,0.3193,13.8086,0.01237,8.5981,175.9084,33.4433,6.8514,0.6335
1341,436.2564,0.8285,18.9979,0.00697,2.9400,165.7659,30.7156,4.9714,0.9627
1342,476.9830,0.5973,15.8401,0.04981,23.7603,149.2626,30.2127,4.9232,0.8805
1343,225.2116,0.2296,15.6547,0.05422,12.1455,97.4628,19.8326,6.9514,1.8649
1344,430.3506,0.2787,12.7479,0.03118,14.0322,132.3781,26.1398,7.8937,0.9759
1345,397.4182,0.1941,14.1850,0.00848,3.2730,148.6192,24.4751,6.7849,1.0568
1346,352.4969,0.3234,9.3939,0.01526,5.9129,125.5327,24.1623,7.4644,1.1915
1347,941.7210,0.7782,15.8435,0.00366,3.2123,205.0000,36.0000,5.7453,0.4460
1348,918.8275,0.4832,14.0815,0.00145,1.4502,205.0000,36.0000,7.0247,0.4571
1349,504.0094,0.6007,8.5880,0.01188,5.5938,147.1885,30.9263,5.7376,0.8333
1350,643.2574,0.6555,20.0423,0.01134,7.1420,189.8692,35.5417,5.7360,0.6529
1351,537.8753,0.8250,13.5218,0.01313,7.0985,159.8126,33.7361,4.3193,0.7809
1352,410.4300,0.1667,20.3273,0.01122,4.1359,162.1856,24.6461,6.9001,1.0233
1353,556.4731,0.4887,9.1847,0.00995,5.2602,157.1048,31.6041,5.5473,0.7548
1354,236.5651,0.6315,19.9643,0.03178,7.3831,128.1634,23.1490,4.9477,1.7754
1355,883.7879,0.2341,19.9518,0.00210,1.8884,205.0000,36.0000,6.7967,0.4752
1356,830.3024,0.7376,17.6521,0.01383,11.4631,203.1611,36.0000,4.5021,0.5058
1357,545.2623,0.7058,20.3848,0.01610,8.6429,172.6216,33.0043,4.6356,0.7703
1358,881.8039,0.4727,18.4390,0.00951,7.8515,205.0000,36.0000,5.6174,0.4763
1359,266.3358,0.3404,18.6550,0.05889,15.6337,97.9878,22.0740,5.6845,1.5770
1360,453.8680,0.6590,21.3817,0.02232,10.5619,156.8837,29.8883,6.3032,0.9254
1361,895.9393,0.1648,9.8272,0.00152,1.3562,205.0000,36.0000,8.0515,0.4688
1362,497.9112,0.1765,12.4591,0.01846,9.0734,147.1352,27.3491,6.9287,0.8435
1363,382.5057,0.5754,15.4777,0.02896,11.1287,131.9437,27.0785,5.7372,1.0980
1364,298.5681,0.3990,10.8798,0.00554,2.3694,128.5080,23.1487,6.2280,1.4067
1365,379.6532,0.3628,7.8202,0.01909,6.3598,125.1609,25.2919,6.2985,1.1063
1366,568.6740,0.0967,16.3396,0.00567,3.4136,178.7384,28.8341,8.0831,0.7386
1367,760.4820,0.8039,7.7534,0.00025,0.0387,196.0448,36.0000,4.9588,0.5523
1368,660.5729,0.4760,9.2793,0.01344,9.7720,165.1700,34.6248,7.1965,0.6358
1369,900.2425,0.7422,11.0723,0.00129,1.4037,205.0000,36.0000,5.8761,0.4665
1370,807.0324,0.7078,14.2757,0.01791,14.6923,186.9715,36.0000,5.2757,0.5204
1371,361.9661,0.2531,21.1040,0.06577,23.7883,104.8491,24.4241,6.5730,1.1603
1372,488.3245,0.2655,13.9559,0.01087,4.9846,157.9856,27.7735,6.7500,0.8601
1373,264.1898,0.8531,8.4393,0.03613,9.9504,107.9528,25.7501,5.0436,1.5898
1374,565.9119,0.1803,15.2217,0.01115,6.4494,169.1859,29.4194,7.5340,0.7422
1375,734.8070,0.3369,17.0736,0.01233,8.7182,193.6028,35.7390,6.9539,0.5716
1376,801.4719,0.4904,21.0402,0.01067,8.9513,205.0000,36.0000,6.3961,0.5240
1377,363.0142,0.2205,10.0934,0.00878,3.2103,134.5949,23.6545,7.3477,1.1570
1378,614.6816,0.4280,6.8803,0.01426,8.8737,161.5876,32.8645,7.0307,0.6833
1379,524.1287,0.2981,6.8554,0.00215,1.0749,156.3364,26.1083,7.5128,0.8013
1380,205.9754,0.6291,18.8929,0.05480,11.1909,103.2399,22.4664,5.9714,2.0000
1381,454.6425,0.4125,6.9634,0.01431,7.2209,133.7628,27.9394,5.8674,0.9238
1382,714.8685,0.1012,14.8644,0.00642,4.8312,194.3033,33.2555,8.1721,0.5875
1383,520.0391,0.4250,9.5852,0.01468,7.5459,147.4924,30.0009,6.8495,0.8076
1384,710.8041,0.3758,11.7764,0.00675,4.0466,188.6262,35.3307,6.0216,0.5909
1385,452.3036,0.8272,17.0839,0.01145,4.9120,159.6238,31.1870,4.1256,0.9286
1386,384.4849,0.4975,20.1339,0.00430,1.6802,163.2708,23.5142,6.0885,1.0924
1387,705.0173,0.2741,19.7884,0.00295,1.7471,205.0000,31.3436,7.1077,0.5957
1388,650.7762,0.7361,7.3261,0.00855,5.5030,166.6271,36.0000,6.0008,0.6454
1389,870.8824,0.0838,14.5636,0.01360,12.0607,201.1387,36.0000,7.9309,0.4823
1390,445.7629,0.0959,9.3921,0.01347,6.3135,138.6373,25.1404,7.2622,0.9422
1391,206.7189,0.2351,10.3965,0.02771,5.7799,106.1643,19.0820,7.7625,2.0000
1392,673.7480,0.1575,19.6350,0.01643,11.1414,184.7482,32.4727,6.9383,0.6234
1393,524.3130,0.7274,6.9168,0.00121,0.7080,157.3063,29.5487,5.0547,0.8010
1394,751.7433,0.5168,18.3893,0.02280,17.6998,179.2784,36.0000,6.8589,0.5587
1395,773.6109,0.4086,9.3669,0.00180,1.7126,197.8811,34.4772,7.3736,0.5429
1396,210.7913,0.8539,14.8629,0.03502,6.8956,114.1468,24.1553,4.4602,1.9925
1397,380.4949,0.7311,16.0041,0.03051,11.7161,131.5078,28.2634,4.6687,1.1038
1398,387.6243,0.6904,8.9506,0.01784,7.1595,127.0842,28.1520,4.7003,1.0835
1399,685.5462,0.5819,8.2680,0.00128,0.7794,184.3068,33.2218,6.4355,0.6127
1400,664.6140,0.4775,17.6252,0.01389,9.1347,183.3712,34.7582,5.8420,0.6319
1401,889.5808,0.2721,13.3615,0.01097,9.3760,205.0000,36.0000,7.6183,0.4721
1402,316.3247,0.0785,8.7637,0.02690,8.5483,112.9226,21.1180,8.7028,1.3277
1403,634.1382,0.5538,9.5467,0.00338,1.8253,177.1078,31.4546,5.5826,0.6623
1404,899.1325,0.6604,19.0189,0.00793,7.1199,205.0000,36.0000,5.9634,0.4671
1405,959.3458,0.7313,11.2548,0.00002,0.7662,205.0000,36.0000,5.0787,0.4378
1406,706.5081,0.1256,21.4738,0.01169,8.5804,199.3417,33.2003,8.4923,0.5945
1407,309.5231,0.3434,16.0854,0.01960,6.0652,133.4730,23.0327,7.1856,1.3569
1408,216.5651,0.5015,16.2133,0.02068,5.0636,122.0140,21.5087,5.5955,1.9394
1409,233.7119,0.1951,12.0823,0.02779,6.8379,111.5946,19.5722,7.2317,1.7971
1410,506.7433,0.2761,17.3163,0.01415,7.4415,162.7361,28.4113,7.3660,0.8288
1411,190.6066,0.3568,11.8155,0.00275,0.8035,117.8174,16.5723,6.1016,2.0000
1412,267.2171,0.3926,8.4829,0.00018,-0.4515,124.7384,19.1569,6.4550,1.5718
1413,583.7296,0.4774,8.7927,0.01053,5.8258,159.0866,32.3308,6.9351,0.7195
1414,324.3925,0.1675,10.0008,0.04828,15.5620,122.6792,22.1574,6.7815,1.2947
1415,728.6237,0.3677,13.7775,0.00922,6.8970,189.4308,35.8006,7.2592,0.5764
1416,313.0240,0.6142,9.8615,0.00535,2.1844,128.8432,25.3043,5.0204,1.3418
1417,527.7567,0.1291,10.8129,0.01294,6.9855,152.5836,27.8657,7.4268,0.7958
1418,811.5802,0.5825,12.8201,0.00885,7.7849,197.8146,36.0000,5.1535,0.5175
1419,214.2620,0.4888,21.0854,0.04958,10.7525,115.3870,21.4572,5.3869,1.9602
1420,548.4410,0.2805,19.7373,0.02080,11.7827,164.7662,29.6976,7.6702,0.7658
1421,957.2373,0.3750,14.7492,0.00368,3.7143,205.0000,36.0000,6.7847,0.4388
1422,500.2092,0.5328,7.2162,0.01104,5.3841,144.0620,30.2687,5.4965,0.8396
1423,526.6428,0.1832,12.2497,0.00172,0.5089,169.8262,25.2648,7.4150,0.7975
1424,675.7953,0.5794,8.5045,0.00147,0.9954,182.8894,32.9090,5.1665,0.6215
1425,331.1209,0.4376,15.2907,0.02934,9.7047,126.9575,24.4345,7.1921,1.2684
1426,698.4928,0.3503,9.5855,0.01814,12.7382,176.7098,34.7569,6.4878,0.6013
1427,903.4794,0.3096,9.8690,0.01630,13.8601,205.0000,36.0000,6.6211,0.4649
1428,288.0774,0.3457,16.7273,0.00638,2.4663,139.5858,22.4082,6.8730,1.4579
1429,192.4585,0.3099,8.1346,0.01968,4.1957,102.5342,19.2532,7.3213,2.0000
1430,837.5117,0.6573,12.5516,0.00569,5.3163,205.0000,36.0000,4.8394,0.5015
1431,510.0469,0.2014,13.4243,0.00724,4.3043,161.5712,27.9126,7.3330,0.8235
1432,195.0176,0.7661,7.6198,0.00214,0.6283,109.6340,19.9791,4.3825,2.0000
1433,323.7620,0.3711,17.5614,0.02020,6.3433,138.2440,23.6819,6.8512,1.2972
1434,927.8827,0.6580,10.4287,0.00321,3.0687,205.0000,36.0000,6.2472,0.4526
1435,840.6112,0.4366,13.0244,0.00445,4.1307,205.0000,36.0000,6.9981,0.4996
1436,902.0098,0.2117,9.8094,0.00901,7.9338,204.4277,36.0000,7.2243,0.4656
1437,754.9357,0.1263,7.0452,0.00489,3.4511,186.1474,31.6588,7.0693,0.5563
1438,560.6984,0.8115,12.0619,0.00922,5.2845,164.0149,34.3129,5.0023,0.7491
1439,523.8303,0.0609,15.4675,0.01111,6.1023,164.1779,27.2019,8.3516,0.8018
1440,276.2821,0.5792,16.8553,0.00863,2.5791,137.8500,23.9217,5.1675,1.5202
1441,270.9600,0.7096,10.8796,0.02772,7.6632,112.7200,24.8056,5.7234,1.5500
1442,420.4573,0.4045,12.3275,0.02807,11.9701,128.8549,26.8497,7.3248,0.9989
1443,242.6529,0.4935,6.6584,0.00549,1.1865,113.4361,22.2273,5.9206,1.7309
1444,223.5422,0.1442,10.1083,0.01226,2.3077,115.6926,18.8600,7.0707,1.8788
1445,537.5091,0.0918,9.5422,0.00942,5.1043,155.3898,27.8600,8.7225,0.7814
1446,739.3827,0.3529,9.3147,0.00020,-0.0954,196.6096,33.0046,6.1179,0.5680
1447,334.3380,0.2465,17.0818,0.01559,5.3624,140.9334,23.0025,8.0241,1.2562
1448,639.8782,0.7409,16.4994,0.01592,10.0328,175.2083,36.0000,4.8347,0.6564
1449,769.6500,0.5835,7.8469,0.00251,2.4797,192.2553,35.7572,6.1988,0.5457
1450,542.8213,0.5245,18.3462,0.02547,13.5158,157.0499,31.4809,6.4861,0.7737
1451,929.3718,0.7310,11.0735,0.00090,1.4955,205.0000,36.0000,4.7166,0.4519
1452,515.5708,0.3549,21.7747,0.04904,25.6535,146.9081,29.4113,6.6855,0.8146
1453,326.8986,0.8509,19.6024,0.00042,0.1184,156.8994,24.6141,4.3364,1.2848
1454,754.1296,0.2223,20.1723,0.03465,25.9736,190.8822,35.4021,6.6665,0.5569
1455,691.2343,0.7458,7.0989,0.00982,7.0367,168.8220,36.0000,5.4739,0.6076
1456,604.7979,0.3069,12.7668,0.01335,7.7817,166.6868,31.5994,6.5976,0.6944
1457,744.4300,0.1093,11.0116,0.00693,4.9993,189.8916,34.2074,8.1623,0.5642
1458,928.8095,0.7578,7.4783,0.00380,3.4420,205.0000,36.0000,5.5164,0.4522
1459,478.7017,0.7318,13.8699,0.00085,0.6121,165.9724,28.2157,5.1434,0.8774
1460,247.3479,0.4694,18.0319,0.04830,12.2137,111.6696,22.2617,6.6497,1.6980
1461,675.1147,0.5925,21.6806,0.04907,33.2837,187.8036,36.0000,6.5682,0.6221
1462,404.4581,0.6455,19.1684,0.01831,7.5420,151.2468,28.2978,6.0503,1.0384
1463,759.5533,0.1812,17.0685,0.00337,2.5286,205.0000,32.2360,7.3582,0.5530
1464,865.1607,0.8063,13.3803,0.01920,17.2137,203.2075,36.0000,4.5997,0.4855
1465,944.5442,0.6506,18.4632,0.01723,16.6624,205.0000,36.0000,6.4558,0.4447
1466,896.8823,0.3391,20.2546,0.01989,17.4199,205.0000,36.0000,6.9457,0.4683
1467,475.6009,0.6419,19.3100,0.04887,23.5820,141.9458,30.5036,4.7687,0.8831
1468,954.5037,0.8155,11.8505,0.00455,4.3751,205.0000,36.0000,4.1748,0.4400
1469,913.5941,0.0971,17.8235,0.00478,4.6416,205.0000,36.0000,8.2735,0.4597
